engine_temp,engine_rpm,oil_level,vehicle_mileage,vibration,health_score
88.9,3782,10.9,118690,2.23,40
92.0,4929,86.5,19184,1.54,85
63.1,3697,34.8,6902,1.49,60
80.2,2004,23.6,20647,1.5,75
68.1,4401,54.0,180446,2.85,50
63.8,1969,91.5,29140,2.84,80
119.4,2664,9.1,192789,2.75,15
79.3,2892,77.8,100541,2.67,80
108.6,3365,59.4,51730,0.21,75
75.3,3417,45.4,128996,1.26,85
100.9,1316,75.7,34546,2.7,55
105.6,4640,96.8,148076,2.29,25
95.7,2311,26.8,180145,1.42,35
88.3,1825,18.6,58557,2.34,55
84.7,608,91.7,53206,0.7,100
80.9,1197,68.6,143577,1.84,65
115.8,4718,46.6,56618,1.65,60
109.8,2208,59.5,37031,1.76,75
117.9,3631,75.8,174859,2.19,25
67.5,4267,78.4,145649,2.85,50
103.9,2846,92.4,193697,0.87,60
116.3,4226,45.6,139115,2.3,25
70.9,4671,32.9,165202,1.97,25
64.0,3422,65.8,92950,2.12,80
104.5,691,44.5,59846,1.34,75
94.5,1450,61.5,130182,2.84,65
110.5,1707,44.9,51392,1.49,75
68.4,899,19.5,54673,0.45,75
107.7,2943,49.6,137816,2.07,40
72.1,2077,70.6,50390,0.47,100
69.8,1682,80.9,39260,1.04,100
69.9,3556,51.9,53760,0.76,85
108.9,3518,20.7,105806,1.66,35
99.9,1965,44.4,3470,1.11,75
91.4,3400,79.7,162715,0.56,85
81.5,4136,44.2,93347,2.39,65
112.6,4551,71.2,4201,1.46,60
83.5,2709,53.2,80863,1.42,100
109.0,1375,27.9,27340,2.67,30
86.3,2052,80.6,93716,1.66,100
82.6,2281,13.0,144560,2.16,40
87.8,2903,54.9,95910,1.05,100
78.1,2451,24.8,136485,1.73,60
104.9,2497,11.4,40200,2.21,30
90.2,4018,52.8,191251,0.96,70
73.9,4197,52.5,22355,2.1,65
114.0,1927,72.2,13831,1.75,75
83.0,1214,75.8,89357,1.36,100
92.6,844,74.1,118589,2.17,80
114.4,1356,43.9,128211,1.02,60
97.5,1423,65.0,195382,2.17,40
67.0,3427,59.8,36396,1.7,100
116.4,4407,45.0,193428,0.81,45
97.7,3379,61.7,50920,2.04,55
80.1,2446,95.0,169192,2.67,65
68.4,1840,23.3,47786,1.0,75
107.6,1073,91.0,130046,2.46,40
97.2,4731,10.1,148997,1.07,20
92.0,3849,34.3,46006,2.48,40
113.6,2392,32.4,67627,0.25,50
107.3,2334,64.5,10842,0.12,75
69.1,4542,17.5,75459,0.43,60
78.7,1544,88.8,113272,2.63,80
74.9,2111,83.7,155198,1.65,85
104.6,4681,66.9,58074,1.82,40
62.0,1458,48.5,168889,2.54,65
94.2,4160,93.6,5557,0.25,85
105.7,829,83.9,4432,1.22,75
112.6,3017,52.4,143078,1.96,40
80.5,777,71.7,161061,1.27,85
109.3,4528,58.9,189115,0.19,45
66.6,3215,60.9,106291,1.99,80
110.8,2213,36.4,37788,1.24,50
67.6,3440,48.9,64167,0.16,100
83.8,3547,12.4,52166,0.59,60
107.8,2374,38.9,26887,0.73,50
69.0,4471,71.1,153704,1.58,70
73.8,681,95.6,116704,0.64,100
103.3,1445,96.5,66513,1.15,75
103.2,3409,57.8,39802,2.28,55
98.5,1816,62.6,34026,2.44,55
101.6,3860,22.6,75706,2.41,15
92.6,3745,71.1,72933,2.12,65
75.1,2863,11.7,118817,1.67,75
80.7,2937,32.0,161155,1.7,60
70.9,1044,68.5,1732,2.86,80
114.5,1522,34.5,114164,2.65,30
95.0,4888,9.7,134014,1.98,25
84.1,4984,84.0,59853,1.46,85
87.7,3230,34.5,97084,2.21,55
116.8,1767,11.0,9429,0.28,50
69.2,4563,12.1,168340,2.84,25
95.2,4041,28.9,57676,1.69,35
90.4,4112,21.9,153589,1.56,45
96.7,1495,78.6,63727,0.94,75
61.1,4322,35.6,95485,0.11,60
112.3,2660,81.4,28899,0.28,75
115.9,3634,21.5,15068,0.86,35
93.9,2987,51.8,65701,1.67,100
101.8,2497,70.4,78408,0.34,75
115.3,2399,66.9,95742,2.92,55
102.4,3380,62.1,29269,1.29,75
69.2,1727,92.9,94800,1.02,100
94.6,938,26.7,143291,1.62,60
96.4,1772,51.9,84694,0.29,75
85.4,3408,89.0,59043,2.57,80
104.2,3629,12.4,157061,1.43,20
116.1,2689,10.3,65263,0.62,50
115.5,4897,27.2,173478,0.57,20
87.1,3617,65.1,103324,1.15,85
66.8,1048,29.7,119432,1.76,75
119.1,1393,23.1,124567,1.31,35
110.3,1036,48.6,16830,1.83,55
67.5,2220,63.3,159122,2.15,65
115.3,4101,28.6,163936,2.27,5
112.2,3519,33.6,100730,1.26,35
91.1,4908,63.3,174749,2.18,50
95.5,1548,94.8,19641,0.51,75
83.9,4544,69.1,95911,1.59,85
63.3,1727,79.4,144627,0.31,85
80.1,791,39.8,154307,0.81,60
108.2,4612,30.9,106998,1.79,35
60.3,4360,48.2,160031,2.25,50
80.0,4330,81.7,172029,0.38,70
83.9,2003,48.3,192673,0.7,85
92.2,2590,85.4,105044,2.98,80
115.2,1704,98.9,195486,1.08,60
80.8,1148,11.8,88634,0.92,75
80.8,4048,9.3,15309,0.35,60
104.3,2461,19.2,145177,2.12,15
87.1,4849,41.5,49813,1.57,85
73.5,1170,17.4,191905,0.56,60
87.1,2384,87.7,74208,1.94,80
68.5,2887,7.2,161400,1.62,60
70.6,3021,35.0,194828,1.74,60
89.9,4572,22.5,105183,2.99,40
85.1,1404,93.5,168502,0.18,85
114.9,1398,68.6,171655,2.75,40
81.7,3875,91.6,36029,2.54,65
94.8,1210,97.4,131477,1.3,85
97.9,2406,52.2,54012,2.65,55
60.8,4838,27.3,134632,1.98,25
99.8,3860,23.4,11575,2.68,15
70.7,4967,26.2,96148,1.82,40
117.7,3971,72.3,13153,0.73,60
68.9,3073,8.8,106160,1.77,75
84.9,2693,9.9,42077,0.62,75
65.1,2742,62.8,27013,0.51,100
119.8,4601,66.0,137762,2.0,25
90.1,3680,68.2,192125,2.85,50
95.7,2032,40.3,118128,1.81,55
64.0,3117,81.6,66277,2.41,80
105.0,3457,55.7,76967,0.59,75
72.6,1105,15.0,138253,2.0,40
113.9,1696,80.7,162377,2.23,40
72.3,4779,95.5,7731,0.22,85
71.4,4754,10.7,101225,0.38,60
62.2,1644,42.2,105678,2.37,80
88.3,2804,51.3,190247,1.38,85
93.9,4502,18.9,103938,1.28,60
63.9,1952,87.4,910,2.77,80
106.5,2196,32.0,168542,2.98,15
87.2,1175,79.4,47341,2.32,80
91.5,1279,68.7,87718,2.4,80
86.4,4898,61.8,56850,0.7,85
84.0,4312,23.3,160462,0.66,45
93.6,4428,26.0,64229,2.94,40
69.3,1729,9.5,63891,2.12,55
70.9,4504,27.9,110805,2.09,40
111.7,3793,37.8,135110,0.93,20
116.8,917,84.1,159287,2.67,40
82.4,4296,39.8,97101,0.23,60
76.2,3596,76.7,163971,0.9,70
98.6,4194,46.7,174088,0.62,45
84.5,3809,79.6,153318,2.16,50
61.5,3142,97.7,180376,2.17,65
69.4,1278,27.8,18862,1.65,75
103.0,2489,86.9,188898,0.12,60
99.5,2243,64.1,153572,2.63,40
61.6,1434,82.6,82224,2.87,80
73.3,2841,66.9,81818,0.69,100
73.9,2955,45.3,129307,2.54,65
100.3,2268,26.7,133591,2.92,15
61.2,3153,11.7,6112,1.05,75
66.2,880,55.9,132064,0.64,85
108.0,3362,99.1,5647,2.93,55
70.7,1846,75.1,94550,0.27,100
99.2,2372,36.1,138669,0.9,35
74.3,2764,83.6,123594,2.25,65
66.0,791,78.1,116397,1.89,80
74.6,3435,31.8,195239,2.09,40
103.3,3265,6.4,57170,2.15,30
111.3,3163,16.2,156705,2.09,15
109.8,906,88.3,147926,1.09,60
83.8,1131,84.5,118153,1.0,100
100.1,4817,33.0,123620,1.34,20
72.3,3296,32.1,172544,2.44,40
77.6,658,80.3,109889,2.82,80
113.8,2173,94.1,119922,1.42,75
60.8,1740,79.0,199893,0.35,85
65.1,2410,62.5,77565,2.82,80
72.5,3798,28.1,108688,0.33,60
61.6,4076,54.9,78615,0.56,85
70.9,3162,27.2,80636,2.62,55
95.0,3452,81.8,199885,1.7,85
85.3,1541,41.8,19015,1.12,100
113.6,2374,84.2,1757,2.8,55
109.0,2021,41.3,163157,2.89,40
80.5,1035,83.3,191190,1.06,85
75.6,1439,36.7,21863,2.62,55
82.8,4601,46.8,26098,2.07,65
95.4,3281,63.5,177292,0.9,60
76.1,2250,11.7,146367,2.83,40
97.4,1845,95.1,169627,0.28,60
84.6,2861,59.5,25821,1.02,100
93.1,1515,53.2,42372,1.25,100
86.2,3239,84.7,21833,2.1,80
77.7,4489,87.2,53990,0.21,85
116.9,1926,54.6,91528,2.68,55
105.8,3958,93.1,139621,2.01,25
68.4,2185,11.2,87968,0.9,75
112.1,3968,15.8,39498,2.01,15
89.2,988,61.7,151591,1.66,85
113.7,3391,38.6,125829,1.08,35
108.0,3932,49.1,47376,0.18,60
85.5,1303,36.2,48547,1.7,75
61.3,3420,43.4,134213,0.34,85
76.1,1659,83.2,142140,2.45,65
92.5,4774,61.4,96878,0.36,85
98.0,1898,99.7,53705,1.34,75
75.5,1901,79.8,145328,1.36,85
68.4,1273,31.0,194793,1.71,60
110.1,2959,30.1,164036,0.21,35
119.1,4899,36.9,116562,0.69,35
91.5,4712,85.1,5830,0.68,85
70.3,4182,7.6,15868,1.84,40
76.3,1616,26.9,137751,0.86,60
61.1,809,91.0,195133,0.52,85
114.9,1098,65.8,142794,0.15,60
67.1,1028,26.6,195650,2.54,40
94.6,4239,25.8,13989,2.92,40
76.4,3751,86.9,122850,2.14,50
93.3,2705,89.9,55701,1.3,100
99.1,2153,29.3,111736,0.45,50
109.8,3806,44.9,14919,1.48,60
72.4,3169,84.3,172378,1.43,85
60.7,3228,78.2,113916,1.32,100
68.2,2476,82.3,142108,1.2,85
114.0,1667,54.2,106614,1.54,75
112.4,2106,91.6,20999,0.31,75
95.8,3613,36.0,189654,0.21,20
96.0,2267,19.9,117154,0.29,50
99.9,4666,72.3,41543,0.68,60
70.5,1547,56.2,198316,0.91,85
114.9,4989,86.2,54560,0.59,60
85.1,1771,12.7,153860,0.83,60
83.0,771,85.2,79805,0.64,100
91.1,1743,32.9,121764,0.54,60
62.8,2459,67.2,60048,0.95,100
70.0,2788,8.8,152293,1.25,60
104.3,3093,62.9,162829,2.26,40
65.0,4177,73.1,59115,2.87,65
96.2,788,40.0,179347,2.76,40
74.7,4676,25.5,108573,1.48,60
83.4,757,56.1,117173,1.44,100
77.3,3317,84.2,108192,0.46,100
81.3,2570,35.7,24324,2.92,55
103.1,845,29.0,183825,2.3,15
77.8,3503,31.5,159806,2.56,25
94.0,3395,95.2,50605,0.78,100
88.6,4424,39.1,150662,1.26,45
99.8,2977,5.3,94364,0.4,50
116.2,1449,79.3,154168,2.83,40
104.0,2410,71.4,183214,0.93,60
72.9,4586,17.2,94984,1.83,40
61.9,2726,98.6,43261,0.54,100
75.7,4864,62.8,76986,2.43,65
95.7,3630,52.6,96111,0.64,60
63.1,2907,41.3,56698,2.45,80
89.8,3676,90.4,50502,1.27,85
95.8,2944,28.2,179056,1.78,35
80.1,1219,32.1,187562,0.88,60
106.3,3502,16.6,38202,2.66,15
66.4,3007,77.1,61445,2.3,80
64.5,3604,61.6,85869,1.13,85
103.7,4514,62.9,181044,1.8,45
89.7,3086,25.8,140607,0.47,60
101.3,4002,66.9,169959,0.57,45
86.1,4196,77.7,18679,1.65,85
74.8,2277,39.0,114691,1.96,55
109.1,4639,81.1,199168,1.72,45
108.0,1904,38.1,88901,1.72,50
101.7,4693,77.0,131102,2.25,25
76.3,2563,8.2,120640,2.72,40
95.4,3907,57.4,58996,1.22,60
81.7,1961,97.1,139204,1.66,85
65.5,4894,98.2,82805,2.69,65
115.0,2387,31.8,56644,1.45,50
68.2,1673,46.9,124080,1.39,85
117.0,1765,11.0,126238,2.32,15
86.8,4199,88.0,92091,2.64,65
71.1,3317,59.0,21227,2.24,80
92.5,3753,41.6,102342,0.39,85
112.4,4726,15.7,92238,1.45,35
103.9,3655,94.9,149746,0.71,45
108.4,1259,55.4,4596,1.02,75
99.5,3182,31.9,16588,1.46,50
101.5,1729,38.3,54654,0.74,50
111.0,2874,30.7,94540,1.6,50
75.0,2068,62.2,158298,1.97,65
89.4,2702,93.3,12453,2.64,80
73.3,3866,86.4,59552,0.71,85
119.3,3071,48.7,90117,1.0,75
116.6,1751,83.5,106124,1.28,75
62.4,692,45.2,194764,0.75,85
102.3,3166,29.0,24524,1.06,50
115.5,1881,98.4,115219,2.66,55
70.8,3500,33.9,31843,0.5,75
94.1,3399,35.8,63140,1.39,75
114.9,3777,99.0,12744,1.0,60
62.0,3204,17.7,106320,0.32,75
101.8,4481,77.3,38910,0.38,60
77.8,3013,93.9,138554,2.38,65
115.5,2144,53.6,171153,2.57,40
118.3,4130,5.2,163096,2.25,5
116.7,3246,40.6,145102,1.66,60
88.5,2658,15.6,156544,2.34,40
111.7,1745,44.5,75048,0.54,75
110.7,1510,80.1,150117,2.36,40
79.1,3906,46.7,27135,1.33,85
109.7,2166,46.0,64273,2.28,55
62.2,2995,57.9,99968,0.76,100
95.8,3605,60.3,181749,2.51,25
73.8,4848,86.3,121445,1.75,70
67.2,691,34.3,101958,0.12,75
64.6,4592,83.1,13733,1.61,85
101.8,930,58.8,193185,1.0,60
80.4,1554,33.6,63832,0.27,75
103.5,4380,33.0,134170,1.4,20
63.9,3201,39.3,85160,1.0,75
78.9,3577,64.2,109318,0.69,85
92.4,4889,26.9,57119,1.11,60
107.4,1129,92.4,186952,0.62,60
79.1,3492,59.6,185552,0.97,85
97.6,1866,92.4,171618,0.43,60
113.2,2073,9.4,43887,0.34,50
97.0,2197,37.5,145322,2.74,15
74.0,3125,7.2,36382,2.72,55
61.5,4361,30.9,49999,2.5,40
112.2,3342,86.9,47022,0.77,75
61.3,1069,8.5,166544,2.21,40
112.5,4430,46.4,3893,1.81,40
91.7,1133,16.2,101298,0.25,75
116.3,4655,44.6,193158,2.71,25
107.9,4279,84.7,168373,2.99,25
119.9,4687,64.2,51594,2.16,40
81.0,1361,75.0,198333,0.77,85
106.0,1490,38.2,129617,1.71,35
84.1,2955,94.7,112696,0.42,100
88.8,2555,72.4,40109,0.97,100
97.7,3571,45.1,59087,2.18,40
112.4,2272,45.5,174262,0.97,60
119.0,3436,92.3,194794,0.53,60
106.1,4244,59.8,133738,0.12,45
85.1,2897,72.1,107705,1.76,100
85.3,4661,44.6,53513,2.91,65
104.3,3766,26.3,114307,1.5,35
74.3,1919,73.7,94013,0.72,100
66.6,783,62.7,109932,1.44,100
81.3,1883,52.6,16169,1.85,80
77.2,3446,64.3,17668,2.42,80
77.8,2833,24.8,51810,1.41,75
74.0,4688,80.4,151017,0.6,70
62.5,2032,95.1,55159,0.65,100
61.1,3740,89.7,141151,2.71,50
119.3,2396,35.5,118700,0.79,50
85.7,2655,43.6,18362,2.21,80
83.1,3936,81.8,143991,0.88,70
100.8,1382,61.5,151872,2.19,40
73.1,2107,57.1,54648,0.33,100
117.0,4454,93.0,94410,0.7,60
107.2,1276,55.9,57026,1.29,75
65.4,2430,53.9,51376,1.59,100
85.1,4690,9.0,94834,1.12,60
112.7,4906,11.6,14156,1.76,35
116.7,1960,5.7,43039,1.04,50
88.0,3286,91.8,16239,2.07,80
96.8,790,43.8,138161,1.58,60
70.0,1442,49.5,13014,2.14,80
119.5,934,85.3,50105,1.35,75
73.9,1710,62.9,191283,2.64,65
116.6,1178,62.9,5917,1.21,75
99.0,661,33.2,15350,0.99,50
96.5,986,84.2,136814,1.72,60
90.8,1769,20.8,115236,1.58,75
73.8,2800,10.0,198447,1.6,60
70.6,2283,23.2,80197,2.41,55
73.2,1086,30.4,107554,1.81,55
71.2,4332,31.8,142815,2.67,25
106.8,1140,68.7,18891,1.9,55
81.0,2660,25.7,28483,0.16,75
63.5,4846,69.3,31135,2.62,65
118.1,1838,13.7,195130,2.54,15
113.0,1590,19.0,95093,0.24,50
115.7,2899,53.3,142754,0.46,60
119.7,4507,92.6,12798,1.71,60
70.4,4888,86.7,94575,0.22,85
83.8,1680,97.0,174991,1.29,85
105.5,797,66.8,14198,2.93,55
101.8,2794,69.2,107378,0.6,75
69.2,2198,64.4,186574,0.7,85
108.9,2200,64.2,32104,2.06,55
73.5,4292,19.0,7603,0.23,60
73.4,4465,56.7,150081,2.48,50
92.2,1283,41.7,38661,0.68,100
95.6,3683,47.0,161037,1.64,45
94.8,4589,54.7,154856,0.82,70
65.5,932,17.2,29340,2.01,55
112.6,2371,39.2,198761,1.8,35
75.9,4800,11.0,70297,2.84,40
67.8,3321,98.1,154641,1.39,85
113.3,1406,16.3,49411,2.64,30
117.3,1664,29.6,108004,1.77,50
111.7,1488,89.7,158326,2.75,40
108.6,3523,50.9,100148,0.95,60
99.3,920,17.9,105573,1.69,50
93.1,4557,41.5,158232,1.23,70
65.2,2982,16.0,12206,0.29,75
84.5,3831,24.0,44211,1.77,60
82.4,2911,9.9,1533,2.4,55
75.6,4201,46.6,71132,1.71,85
103.4,2100,81.6,173455,0.91,60
89.8,2168,60.7,6358,0.87,100
64.9,3881,62.6,120190,0.79,70
73.2,2119,24.1,54395,2.94,55
101.0,2518,37.7,163107,1.26,35
64.6,4689,85.3,165531,1.02,70
111.1,2465,13.3,172359,1.31,35
89.7,2005,86.5,151209,0.44,85
88.8,3323,51.0,125774,0.67,85
95.5,604,84.5,168594,1.58,60
109.5,1768,35.2,92459,2.42,30
80.9,2998,37.2,38941,2.64,55
100.7,3230,76.4,173129,2.61,40
93.9,947,79.6,160761,2.84,65
76.0,4820,26.8,73588,0.46,60
112.7,2413,97.4,86938,0.22,75
107.8,3942,13.0,71240,0.41,35
99.5,3174,11.5,171751,1.84,15
111.0,4425,61.6,94846,1.71,60
112.0,652,73.7,57428,2.05,55
102.5,748,96.3,165117,1.18,60
110.2,1102,43.5,43671,1.24,75
101.8,1469,7.4,46903,1.68,50
100.8,4121,62.3,180742,0.33,45
97.1,4914,32.5,11715,2.42,15
105.2,4471,46.1,152882,2.78,25
69.5,1900,51.4,40583,1.22,100
112.9,3099,11.1,196791,2.24,15
112.3,4633,51.2,93497,1.69,60
61.8,3889,45.5,20706,0.78,85
109.5,4453,72.7,21316,0.3,60
67.7,3051,66.3,167667,0.81,85
80.1,4985,22.6,59655,1.85,40
104.6,938,24.6,2497,0.22,50
69.6,3424,28.8,13562,2.52,55
109.1,2293,22.0,101783,2.91,30
109.9,1586,67.4,94377,0.34,75
90.4,4090,99.5,139829,0.82,70
60.4,3333,67.0,9018,2.06,80
77.2,4367,62.6,160349,2.44,50
97.0,4676,43.9,175149,1.1,45
118.9,2606,34.7,180322,1.59,35
97.9,3707,91.6,165644,2.69,25
75.6,3930,97.1,42020,1.21,85
98.0,3641,52.2,110005,0.34,60
92.4,1130,32.6,57264,2.99,55
106.8,1523,78.2,125936,0.62,60
66.4,4718,17.6,135242,0.24,45
105.7,840,77.7,190521,1.29,60
92.5,2496,82.8,93202,0.45,100
117.8,3924,16.9,172219,2.94,5
80.5,1413,97.8,44944,1.2,100
98.0,1382,98.6,24714,2.49,55
115.9,4655,94.0,49294,0.61,60
66.2,607,52.1,163783,0.5,85
116.2,4373,28.4,220,1.98,15
101.3,3739,60.3,39769,2.74,40
64.1,4389,44.9,61949,0.43,85
78.1,4651,24.6,125303,1.81,25
102.5,1117,45.2,77828,0.35,75
64.0,3790,68.1,159676,2.46,50
94.9,3702,11.7,16771,2.74,40
80.8,3316,36.7,61182,1.92,55
97.3,1178,6.7,163786,2.1,15
62.7,2465,76.2,30429,0.26,100
112.3,1976,65.9,38759,0.31,75
118.4,3538,11.0,197167,0.62,20
118.1,1505,96.7,1839,0.89,75
105.0,1564,7.1,198379,2.3,15
67.8,2576,61.0,128759,1.36,85
105.5,2487,78.8,24940,0.33,75
61.5,3047,79.9,90528,2.57,80
61.3,1591,8.3,7676,2.98,55
79.4,4156,91.1,108131,1.42,85
89.3,4559,92.3,83988,1.58,85
106.2,4204,58.3,147972,0.33,45
101.0,1683,50.8,192447,1.21,60
86.8,1034,9.3,173252,1.18,60
76.4,620,58.4,66196,2.9,80
119.8,3522,43.9,118104,2.02,40
85.6,2525,78.4,90441,2.37,80
87.1,2072,43.4,65913,0.47,100
69.8,1699,69.9,142546,1.31,85
107.7,3237,14.6,131231,0.66,35
101.6,989,17.6,147001,2.59,15
73.2,4013,18.3,168014,0.54,45
64.9,3215,9.3,133271,1.37,60
100.8,1954,56.4,12980,0.26,75
99.3,605,80.4,174069,1.94,40
76.4,790,63.0,174431,1.5,85
117.1,747,59.6,91336,1.54,75
69.1,4953,69.7,177078,0.39,70
85.9,4150,37.3,137348,1.59,45
116.6,4705,39.4,18372,1.73,35
85.2,1710,34.9,121000,2.89,40
98.3,4433,72.7,8168,0.2,60
83.9,1224,20.4,24966,2.78,55
76.5,4725,6.2,107904,1.49,60
119.0,2775,61.6,135987,0.71,60
84.6,3749,94.5,170081,2.03,50
113.6,1678,62.9,48921,1.6,75
73.8,4151,79.4,105439,0.76,85
72.8,2952,68.9,195339,1.92,65
61.9,1145,52.3,160083,1.47,85
99.1,1795,73.2,83474,2.1,55
82.1,2669,83.3,4047,2.1,80
111.9,3958,26.3,16515,1.47,35
88.4,3038,36.9,153809,1.23,60
118.1,1216,26.3,160120,0.28,35
71.1,4844,48.0,143999,1.53,70
112.1,3943,89.1,64565,0.81,60
106.6,2411,37.8,165361,0.25,35
106.3,771,40.6,183493,1.06,60
110.7,4742,86.7,49592,0.35,60
105.7,1225,54.0,75469,1.78,75
97.6,4663,55.9,123120,1.56,45
67.9,2854,86.8,96017,2.4,80
62.0,1052,51.6,85311,0.88,100
115.3,2018,69.7,14836,1.18,75
97.0,1353,13.1,85641,2.1,30
107.8,3972,22.0,176150,2.98,5
88.9,3323,43.4,170615,2.72,65
67.0,3610,52.0,130674,1.61,70
67.5,3511,96.7,89080,2.07,65
101.1,1825,97.2,147025,1.64,60
85.8,767,85.9,188099,1.36,85
72.0,4285,35.0,182111,1.85,25
89.5,685,96.6,122393,1.22,85
63.9,2277,70.5,102498,0.91,100
94.9,2582,42.3,164584,2.15,65
76.1,2086,71.7,153002,2.63,65
107.9,1041,6.6,49604,0.94,50
78.6,870,18.9,3262,2.15,55
87.3,943,83.8,11213,1.36,100
60.7,1806,66.3,24129,0.98,100
64.3,3681,39.6,197106,1.9,25
83.5,1857,52.6,60606,2.82,80
88.8,2891,91.0,16524,1.12,100
96.0,2132,65.0,18098,2.3,55
77.5,4022,42.8,76548,1.01,85
101.7,4962,16.4,190883,2.43,5
111.6,2253,32.9,180899,2.3,15
106.8,838,97.9,167345,2.32,40
62.4,1514,46.5,62903,2.99,80
88.8,2038,49.8,69138,0.51,100
66.3,3616,52.4,23059,1.23,85
74.5,2060,89.0,172949,1.93,65
119.2,3679,62.4,173854,1.81,25
68.5,2858,70.9,153960,2.36,65
89.9,966,42.0,159470,0.24,85
97.1,3591,7.8,141867,2.14,5
102.1,4341,93.4,86723,2.24,40
93.6,685,95.2,83650,0.28,100
60.6,3093,95.2,77156,1.66,100
79.6,731,94.7,71512,0.81,100
91.1,1503,82.4,29232,2.42,80
65.3,4056,70.0,144356,0.24,70
81.0,1821,85.2,122499,0.52,85
62.0,2363,62.1,105332,0.4,100
64.7,3404,17.8,62630,0.29,75
83.8,1826,42.2,102022,1.84,80
68.0,1884,97.3,111558,2.62,80
94.1,1289,38.4,165646,1.58,60
101.4,2596,87.4,192774,0.71,60
108.0,4981,13.9,196211,1.1,20
72.0,1709,36.7,63683,1.15,75
70.0,1029,38.3,74081,1.41,75
66.3,4726,9.9,164780,1.32,45
98.2,4381,16.3,138859,2.05,5
102.4,1202,23.4,88978,1.09,50
61.9,1039,84.6,159790,2.02,65
116.2,1584,11.0,185072,1.69,35
63.1,2518,33.4,128308,0.24,60
92.5,1127,6.0,139493,2.77,40
102.5,3596,71.1,161668,0.62,45
112.3,4067,63.9,185076,1.41,45
102.8,1961,66.3,186683,2.85,40
108.1,1303,40.6,62540,0.82,75
80.4,1262,24.8,187959,0.16,60
108.9,964,73.4,12365,1.52,75
64.8,1522,82.1,117469,0.75,100
113.7,4456,18.2,170927,1.79,20
92.9,775,51.2,195209,2.47,65
109.0,1535,28.6,146847,1.58,35
87.1,981,21.0,198592,1.97,40
98.6,905,74.8,109591,2.03,55
91.6,2990,56.1,38022,2.48,80
103.9,2803,25.5,196958,2.09,15
64.9,2065,34.5,66448,2.93,55
63.6,3871,96.8,37213,1.42,85
74.8,1002,85.6,58648,0.25,100
69.6,3270,88.6,10715,1.24,100
112.3,2401,48.7,33059,2.54,55
73.2,3250,64.3,187974,0.49,85
118.6,776,40.8,15223,2.23,55
80.2,1342,12.4,164307,1.65,60
70.9,2948,43.1,199885,2.71,65
107.4,1350,61.4,185585,2.22,40
99.5,1468,32.3,145713,2.02,15
89.9,4662,85.6,54455,2.67,65
93.3,4567,19.4,183799,2.73,25
103.2,813,39.9,11391,1.22,50
73.7,2217,16.9,88512,2.79,55
119.8,3130,43.5,20709,0.26,75
118.5,3933,8.8,164904,2.31,5
99.0,2197,30.9,168728,1.08,35
72.0,1111,43.1,11655,1.51,100
100.8,852,50.4,13111,2.52,55
64.3,4733,56.7,157341,1.95,50
61.8,1228,31.1,62275,1.43,75
75.5,4076,54.7,64532,0.58,85
87.8,1586,53.4,149850,2.82,65
112.1,2325,35.0,108553,1.06,50
103.6,2693,83.9,92704,0.39,75
104.6,2301,56.8,117608,1.74,75
85.5,904,36.6,46418,1.28,75
80.8,4678,95.0,196611,1.81,50
82.3,2880,85.3,193732,0.78,85
119.3,4940,98.3,38708,1.2,60
62.4,3407,70.8,106352,2.92,80
112.0,3486,40.9,189937,2.82,40
94.7,4054,31.7,109444,2.61,40
86.3,1624,68.0,110353,2.36,80
103.5,4912,98.2,182201,0.55,45
89.2,3575,64.5,173506,1.45,70
112.4,1106,88.8,74858,2.21,55
114.0,3551,36.3,25977,0.86,35
85.3,1653,43.7,130247,0.2,85
76.6,3274,91.1,59319,1.31,100
95.5,3167,76.9,79702,1.33,75
114.7,2504,98.2,83670,0.29,75
72.6,4970,78.6,98305,1.03,85
97.4,3494,47.6,157286,2.76,40
97.9,1700,55.5,41108,0.83,75
104.0,4261,90.5,162739,1.75,45
67.9,2236,57.4,20631,1.51,100
102.9,2055,29.3,89652,2.6,30
114.5,4213,46.4,32421,2.0,40
70.8,638,54.1,22419,0.56,100
74.3,3684,14.2,174385,0.51,45
118.3,4839,75.7,67579,1.72,60
70.9,3331,15.4,132774,0.23,60
111.3,3015,43.5,169787,1.24,60
89.5,1358,81.4,43889,1.26,100
74.8,4942,49.4,143834,0.67,70
112.2,3716,85.0,34155,0.97,60
86.7,1364,37.5,127782,1.06,60
90.9,3022,96.0,144454,0.13,85
81.6,1914,24.9,92192,2.44,55
95.6,4902,8.6,29852,2.88,15
69.8,4595,87.9,128329,0.94,70
83.5,4629,76.5,113417,0.42,85
118.2,4293,27.0,48843,2.87,15
75.5,3785,98.6,54978,2.25,65
99.4,3466,52.7,32130,2.68,55
79.5,1917,95.4,141260,1.15,85
106.4,1300,53.0,28268,1.5,75
67.9,4983,49.8,93342,2.8,65
118.2,2801,47.7,178970,1.43,60
87.2,2193,36.8,114629,2.05,55
74.2,4587,55.7,177690,2.14,50
64.4,4745,48.0,25826,2.53,65
70.2,1830,8.5,31995,2.93,55
91.2,3212,29.7,135534,1.07,60
80.2,3737,25.2,34804,0.82,60
109.7,2508,87.4,154245,0.33,60
85.9,2390,61.9,49689,2.58,80
74.9,3528,77.5,130090,0.95,70
97.0,1688,95.9,59496,0.24,75
102.4,2981,66.2,140054,2.61,40
